DATABASE_ID,GENERIC_NAME,SMILES,FORMULA,MOLECULAR_WEIGHT,EXACT_MASS,Total.Molweight,cLogP,H.Acceptors,H.Donors
DB00619,Imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,C29H31N7O,493.6027,493.2590086,493.613,3.9383,8,2
DB15133,Tepotinib,CN1CCC(COC2=CN=C(N=C2)C2=CC(CN3N=C(C=CC3=O)C3=CC(=CC=C3)C#N)=CC=C2)CC1,C29H28N6O2,492.583,492.2273742,492.581,3.1152,8,0
DB15233,Avapritinib,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C@@](C)(N)C3=CC=C(F)C=C3)C2=C1,C26H27FN10,498.57,498.2404191,498.568,0.6155,10,1
DB09330,Osimertinib,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,C28H33N7O2,499.619,499.2695733,499.617,3.4175,9,2
DB11363,Alectinib,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O,C30H34N4O2,482.6166,482.2681764,482.626,4.7668,6,1
DB11652,Tucatinib,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1,C26H24N8O2,480.532,480.202222,480.531,3.5018,10,2
DB16629,Serdexmethylphenidate,[H][C@@]1(CCCCN1C(=O)OC[N+]1=CC=CC(=C1)C(=O)N[C@@H](CO)C([O-])=O)[C@H](C(=O)OC)C1=CC=CC=C1,C25H29N3O8,499.52,499.1954649,499.518,-4.4522,10,2
DB00691,Moexipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,C27H34N2O7,498.5681,498.2366015,498.574,0.5584,9,2
DB01177,Idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O,C26H27NO9,497.4939,497.1685815,497.498,1.164,10,5
DB09030,Vorapaxar,[H][C@@]12C[C@]3([H])C[C@@H](CC[C@@]3([H])[C@H](\C=C\C3=CC=C(C=N3)C3=CC(F)=CC=C3)[C@]1([H])[C@@H](C)OC2=O)NC(=O)OCC,C29H33FN2O4,492.5817,492.2424358,492.589,4.7865,6,1
DB11703,Acalabrutinib,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1,C26H23N7O2,465.517,465.191323,465.516,2.6784,9,2
DB15035,Zanubrutinib,NC(=O)C1=C2NCC[C@@H](C3CCN(CC3)C(=O)C=C)N2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,C27H29N5O3,471.561,471.2270398,471.559,3.325,8,2
DB15102,Pemigatinib,CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,C24H27F2N5O4,487.508,487.2031107,487.505,1.8832,9,1
DB09319,Carindacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O,C26H26N2O6S,494.56,494.1511577,494.566,3.4489,8,2
DB11697,Pacritinib,C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3,C28H32N4O3,472.589,472.2474409,472.587,4.3205,7,1
DB08882,Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,C25H28N8O2,472.5422,472.2335222,472.551,2.0304,10,1
DB01047,Fluocinonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,C26H32F2O7,494.5249,494.2116098,494.529,1.6656,7,1
DB14541,Hydrocortisone cypionate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC3CCCC3)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C29H42O6,486.649,486.2981391,486.646,3.8123,6,2
DB00622,Nicardipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,C26H29N3O6,479.525,479.2056357,479.531,2.672,8,1
DB06207,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,C25H32F3N3O4,495.5345,495.2344911,495.54,3.1061,7,3
DB12005,Nirogacestat,CCC[C@H](N[C@H]1CCC2=CC(F)=CC(F)=C2C1)C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C,C27H41F2N5O,489.656,489.3279173,489.653,4.3631,6,3
DB16691,Nirmatrelvir,[H][C@]12CN([C@H](C(=O)N[C@@H](C[C@]3([H])CCNC3=O)C#N)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C,C23H32F3N5O4,499.535,499.240639,499.532,0.9782,9,3
DB11362,Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,C26H32N4O4S,496.63,496.2144267,496.63,4.0083,8,1
DB08815,Lurasidone,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,C28H36N4O2S,492.676,492.2558971,492.686,3.9243,6,0
DB14726,Dabigatran,CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(=C2)C(=O)N(CCC(O)=O)C1=NC=CC=C1,C25H25N7O3,471.521,471.2018877,471.52,1.7787,10,4
DB01430,Almitrine,FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,C26H29F2N7,477.5522,477.2452504,477.561,4.8395,7,2
DB09183,Dasabuvir,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,C26H27N3O5S,493.58,493.1671422,493.582,4.1211,8,2
DB16157,Ensifentrine,COC1=C(OC)C=C2C(CCN3C(=O)N(CCNC(N)=O)\C(C=C23)=N\C2=C(C)C=C(C)C=C2C)=C1,C26H31N5O4,477.565,477.2376045,477.563,2.874,9,2
DB14543,Hydrocortisone probutate,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C28H40O7,488.613,488.2774036,488.619,3.7492,7,1
DB01130,Prednicarbate,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C27H36O8,488.577,488.2410181,488.575,3.1745,8,1
DB12532,Oxetacaine,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1,C28H41N3O3,467.654,467.3147922,467.652,3.2206,6,1
DB06237,Avanafil,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,C23H26ClN7O3,483.951,483.1785654,483.958,1.4906,10,3
DB11591,Bilastine,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1,C28H37N3O3,463.622,463.2834921,463.62,3.5841,6,1
DB13931,Netarsudil,CC1=CC(C)=C(C=C1)C(=O)OCC1=CC=C(C=C1)[C@@H](CN)C(=O)NC1=CC=C2C=NC=CC2=C1,C28H27N3O3,453.542,453.2052417,453.54,4.1206,6,2
DB08916,Afatinib,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,C24H25ClFN5O3,485.938,485.1629956,485.946,3.6354,8,2
DB08834,Tauroursodeoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,C26H45NO6S,499.71,499.2967593,499.71,2.0912,7,4
DB00769,Hydrocortamate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C27H41NO6,475.6175,475.293388,475.624,2.0075,7,2
DB00862,Vardenafil,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,C23H32N6O4S,488.603,488.2205742,488.611,2.0144,10,1
DB09083,Ivabradine,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,C27H36N2O5,468.594,468.2624223,468.592,3.6523,7,0
DB00836,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C29H33ClN2O2,477.038,476.223056,477.046,4.7197,4,1
DB01081,Diphenoxylate,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,C30H32N2O2,452.5873,452.2463783,452.596,4.7577,4,0
DB04209,Dequalinium,CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2,C30H40N4,456.6654,456.3252973,456.676,-1.2848,2,2
DB14643,Methylprednisolone aceponate,[H][C@@]12CC[C@](OC(=O)CC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C27H36O7,472.578,472.2461035,472.576,2.8343,7,1
DB14644,Methylprednisolone hemisuccinate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C26H34O8,474.55,474.2253681,474.548,1.5278,8,3
DB00429,Carboprost tromethamine,NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,C25H47NO8,489.65,489.3301675,489.647,4.0297,5,4
DB06605,Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,C25H25N5O4,459.4971,459.1906543,459.505,1.6048,9,1
DB16703,Belumosudil,CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC2=C(C=CC=C2)C(NC2=CC=C3NN=CC3=C2)=N1,C26H24N6O2,452.518,452.196074,452.517,3.9279,8,3
DB17472,Pirtobrutinib,COC1=C(C=C(F)C=C1)C(=O)NCC1=CC=C(C=C1)C1=NN([C@@H](C)C(F)(F)F)C(N)=C1C(N)=O,C22H21F4N5O3,479.436,479.1580522,479.433,2.3489,8,3
DB04898,Ximelagatran,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,C24H35N5O5,473.5652,473.2638193,473.572,1.1936,10,4
DB00222,Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,C24H34N4O5S,490.62,490.2249914,490.623,3.5186,9,3
DB00921,Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,C29H41NO4,467.6401,467.3035588,467.648,4.3417,5,2
DB13874,Enasidenib,CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F,C19H17F6N7O,473.383,473.1398772,473.38,3.6454,8,3
DB06608,Tafenoquine,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,C24H28F3N3O3,463.501,463.2082763,463.498,4.7717,6,2
DB01016,Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,C23H28ClN3O5S,494.004,493.1438194,494.01,3.9494,8,3
DB00985,Dimenhydrinate,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,C24H28ClN5O3,469.97,469.1880675,469.971,2.9058,2,0
DB00912,Repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,C27H36N2O4,452.5857,452.2675077,452.593,4.5828,6,2
DB08896,Regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,C21H15ClF4N4O3,482.815,482.0768809,482.82,4.2436,7,3
DB09073,Palbociclib,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,C24H29N7O2,447.5328,447.2382732,447.541,2.003,9,2
DB00590,Doxazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,C23H25N5O5,451.4751,451.1855689,451.481,2.1379,10,1
DB06684,Vilazodone,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,C26H27N5O2,441.5249,441.2164751,441.533,3.6629,7,2
DB08897,Aclidinium,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,C26H30NO4S2,484.651,484.1616248,484.659,0.9982,4,1
DB09053,Ibrutinib,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,C25H24N6O2,440.507,440.196074,440.506,3.6932,8,1
DB14895,Vibegron,[H][C@@]1(CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=NC=CC(=O)N34)C=C2)N1)[C@H](O)C1=CC=CC=C1,C26H28N4O3,444.535,444.2161408,444.533,1.495,7,3
DB15442,Trilaciclib,CN1CCN(CC1)C1=CN=C(NC2=NC3=C(C=C4N3C3(CCCCC3)CNC4=O)C=N2)C=C1,C24H30N8O,446.559,446.2542576,446.557,3.2088,9,2
DB16627,Melphalan flufenamide,CCOC(=O)[C@H](CC1=CC=C(F)C=C1)NC(=O)[C@@H](N)CC1=CC=C(C=C1)N(CCCl)CCCl,C24H30Cl2FN3O3,498.42,497.1648254,498.424,3.1651,6,2
DB01098,Rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,C22H28FN3O6S,481.538,481.1682845,481.543,2.1001,9,3
DB00439,Cerivastatin,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,C26H34FNO5,459.5503,459.2421014,459.556,4.3196,6,3
DB09236,Lacidipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,C26H33NO6,455.551,455.2307878,455.549,4.6767,7,1
DB00661,Verapamil,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,C27H38N2O4,454.6016,454.2831577,454.609,4.9303,6,0
DB01254,Dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,C22H26ClN7O2S,488.006,487.1557215,488.014,3.6259,9,3
DB00303,Ertapenem,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,C22H25N3O7S,475.515,475.1413209,475.521,-2.1769,10,5
DB01017,Minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C23H27N3O7,457.4764,457.1849002,457.481,-1.102,10,5
DB08881,Vemurafenib,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,C23H18ClF2N3O3S,489.922,489.0725463,489.929,4.5779,6,2
DB11901,Apalutamide,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,C21H15F4N5O2S,477.44,477.0882586,477.441,2.6891,7,1
DB01149,Nefazodone,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,C25H32ClN5O2,470.007,469.224453,470.015,4.0888,7,0
DB11963,Dacomitinib,COC1=C(NC(=O)\C=C\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,C24H25ClFN5O2,469.939,469.168081,469.947,4.7187,7,2
DB00248,Cabergoline,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,C26H37N5O2,451.6043,451.2947255,451.613,3.0883,7,2
DB00275,Olmesartan,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,C24H26N6O3,446.5016,446.2066387,446.509,3.2081,9,3
DB12147,Erdafitinib,COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1,C25H30N6O2,446.555,446.2430242,446.553,1.524,8,1
DB00203,Sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,C22H30N6O4S,474.576,474.2049242,474.584,1.0802,10,1
DB14632,Prednisolone tebutate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C27H38O6,458.587,458.2668389,458.593,3.3189,6,2
DB14545,Hydrocortisone succinate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C25H34O8,462.539,462.2253681,462.537,1.5339,8,3
DB01160,Dinoprost tromethamine,NC(CO)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,C24H45NO8,475.616,475.3145174,475.62,3.6491,5,4
DB01621,Pipotiazine,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,C24H33N3O3S2,475.667,475.1963333,475.676,4.1495,6,1
DB06137,Tirbanibulin,O=C(CC1=CC=C(C=N1)C1=CC=C(OCCN2CCOCC2)C=C1)NCC1=CC=CC=C1,C26H29N3O3,431.536,431.2208918,431.534,2.8257,6,1
DB00705,Delavirdine,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2,C22H28N6O3S,456.561,456.1943595,456.569,1.8437,9,3
DB01413,Cefepime,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,C19H24N6O5S2,480.561,480.1249593,480.569,-4.9871,10,2
DB16217,Leniolisib,CCC(=O)N1CC[C@@H](C1)NC1=C2CN(CCC2=NC=N1)C1=CN=C(OC)C(=C1)C(F)(F)F,C21H25F3N6O2,450.466,450.1991086,450.463,2.1617,8,1
DB01501,Difenoxin,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,C28H28N2O2,424.5341,424.2150782,424.542,2.997,4,1
DB11800,Tivozanib,COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1,C22H19ClN4O5,454.863,454.1043974,454.869,4.1382,9,2
DB12492,Piritramide,NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1,C27H34N4O,430.5851,430.2732617,430.594,2.8084,5,1
DB14596,Loteprednol etabonate,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C24H31ClO7,466.96,466.175831,466.956,3.3821,7,1
DB12236,Bexagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(OCCOC3CC3)C=C2)=C1,C24H29ClO7,464.94,464.160181,464.94,2.035,7,4
DB01013,Clobetasol propionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C25H32ClFO5,466.97,466.19223,466.975,3.3834,5,1
DB14544,Hydrocortisone valerate,[H][C@@]12CC[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C26H38O6,446.5763,446.2668389,446.582,3.2646,6,2
DB14669,Betamethasone phosphate,[H][C@@]12C[C@H](C)[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C22H30FO8P,472.446,472.1662331,472.444,-1.9554,8,4
DB09082,Vilanterol,OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl,C24H33Cl2NO5,486.43,485.1735786,486.434,3.6957,6,4
DB01602,Bacampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,C21H27N3O7S,465.52,465.1569709,465.525,1.2902,10,2
DB01604,Pivampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,C22H29N3O6S,463.547,463.1777064,463.553,1.7196,9,2
DB00604,Cisapride,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,C23H29ClFN3O4,465.945,465.1830623,465.951,3.0142,7,2
DB12364,Betrixaban,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,C23H22ClN5O3,451.91,451.1411173,451.913,3.1474,8,3
DB00177,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,C24H29N5O3,435.5188,435.2270398,435.526,3.79,8,2
DB05676,Apremilast,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,C22H24N2O7S,460.5,460.1304223,460.506,1.3449,9,1
DB00881,Quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,C25H30N2O5,438.5161,438.2154721,438.522,0.6984,7,2
DB00398,Sorafenib,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,C21H16ClF3N4O3,464.825,464.0863027,464.83,4.1428,7,3
DB00293,Raltitrexed,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C21H22N4O6S,458.488,458.1260051,458.494,0.5458,10,4
DB08899,Enzalutamide,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,C21H16F4N4O2S,464.436,464.0930093,464.442,3.5872,6,1
DB11799,Bictegravir,OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O,C21H18F3N3O5,449.386,449.1198552,449.384,0.2531,8,2
DB08867,Ulipristal,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,C28H35NO3,433.592,433.261694,433.59,4.5713,4,1
DB11921,Deflazacort,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,C25H31NO6,441.524,441.2151377,441.522,1.2218,7,1
DB09076,Umeclidinium,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,C29H34NO2,428.595,428.2584058,428.594,1.4102,2,1
DB12523,Mizolastine,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,C24H25FN6O,432.503,432.2073876,432.502,2.6419,7,1
DB01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,C25H28N6O,428.5294,428.2324595,428.538,4.0191,7,1
DB15031,Daridorexant,COC1=CC(C(=O)N2CCC[C@@]2(C)C2=NC3=C(N2)C=CC(Cl)=C3C)=C(C=C1)N1N=CC=N1,C23H23ClN6O2,450.93,450.1571017,450.929,3.6706,8,1
DB09034,Suvorexant,[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,C23H23ClN6O2,450.93,450.1571017,450.929,4.1733,8,0
DB00496,Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,C28H30N2O2,426.55,426.2307282,426.558,3.9043,4,1
