DATABASE_ID,GENERIC_NAME,SMILES,FORMULA,MOLECULAR_WEIGHT,EXACT_MASS,Total.Molweight,cLogP,H.Acceptors,H.Donors
DB00972,Azelastine,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,C22H24ClN3O,381.898,381.1607901,381.906,4.3744,4,0
DB00850,Perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,C21H26ClN3OS,403.969,403.1485109,403.976,4.1649,4,1
DB08883,Perampanel,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1,C23H15N3O,349.393,349.1215121,349.392,2.7826,4,0
DB01224,Quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,C21H25N3O2S,383.507,383.1667477,383.515,2.73,5,1
DB00739,Hetacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O,C19H23N3O4S,389.469,389.1409269,389.475,-0.2339,7,2
DB01044,Gatifloxacin,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,C19H22FN3O4,375.3941,375.1594344,375.399,-1.2717,7,2
DB01166,Cilostazol,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,C20H27N5O2,369.4607,369.2164751,369.467,3.3233,7,1
DB00957,Norgestimate,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,C23H31NO3,369.4971,369.2303939,369.503,4.644,4,1
DB14569,Tedizolid,CN1N=NC(=N1)C1=NC=C(C=C1)C1=C(F)C=C(C=C1)N1C[C@H](CO)OC1=O,C17H15FN6O3,370.344,370.1189665,370.343,1.4069,9,1
DB00402,Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,C17H17ClN6O3,388.808,388.1050661,388.814,0.7142,9,0
DB01198,Zopiclone,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,C17H17ClN6O3,388.808,388.1050661,388.814,0.7142,9,0
DB15091,Upadacitinib,CC[C@@H]1CN(C[C@@H]1C1=CN=C2C=NC3=C(C=CN3)N12)C(=O)NCC(F)(F)F,C17H19F3N6O,380.375,380.1572437,380.373,2.2402,7,2
DB01624,Zuclopenthixol,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,C22H25ClN2OS,400.965,400.1376118,400.973,4.6796,3,1
DB14881,Oliceridine,COC1=C(CNCC[C@]2(CCOC3(CCCC3)C2)C2=NC=CC=C2)SC=C1,C22H30N2O2S,386.55,386.2027994,386.558,3.1671,4,1
DB00455,Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,C22H23ClN2O2,382.883,382.1448057,382.89,4.9774,4,0
DB00216,Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,C22H26N2O2S,382.519,382.1714988,382.526,3.4023,4,1
DB01216,Finasteride,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,C23H36N2O2,372.5441,372.2776784,372.551,3.1604,4,2
DB00896,Rimexolone,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C24H34O3,370.533,370.250795,370.531,3.9467,3,1
DB00873,Loteprednol,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H27ClO5,394.889,394.1547017,394.893,2.288,5,2
DB09378,Fluprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C21H27FO5,378.44,378.1842521,378.438,0.9904,5,3
DB00687,Fludrocortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H29FO5,380.4504,380.1999022,380.454,1.2945,5,3
DB09383,Meprednisone,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,C22H28O5,372.461,372.193674,372.459,1.5544,5,2
DB00959,Methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H30O5,374.4706,374.2093241,374.475,1.4107,5,3
DB12952,Methylprednisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H28O5,372.461,372.193674,372.459,1.5544,5,2
DB08971,Fluocortolone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C22H29FO4,376.4617,376.2049876,376.466,2.0831,4,2
DB00547,Desoximetasone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C22H29FO4,376.4617,376.2049876,376.466,2.1118,4,2
DB00324,Fluorometholone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H29FO4,376.4617,376.2049876,376.466,2.2151,4,2
DB14583,Segesterone acetate,[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C23H30O4,370.489,370.2144094,370.487,3.5918,4,0
DB06780,Desoxycorticosterone acetate,[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C23H32O4,372.505,372.2300595,372.503,3.5769,4,0
DB13981,Nomegestrol acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C(C)=C[C@@]21[H],C23H30O4,370.489,370.2144094,370.487,3.5135,4,0
DB09274,Artesunate,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,C19H28O8,384.425,384.1784179,384.423,2.5904,8,1
DB09031,Miltefosine,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,C21H46NO4P,407.576,407.316446,407.573,0.1224,4,0
DB17097,Vorasidenib,C[C@@H](NC1=NC(=NC(N[C@H](C)C(F)(F)F)=N1)C1=CC=CC(Cl)=N1)C(F)(F)F,C14H13ClF6N6,414.74,414.0794411,414.74,3.942,6,2
DB01190,Clindamycin,[H][C@@](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,C18H33ClN2O5S,424.98,424.179871,424.988,0.9128,7,4
DB00899,Remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,C20H28N2O5,376.4467,376.199822,376.451,2.0301,7,0
DB00584,Enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,C20H28N2O5,376.4467,376.199822,376.451,-0.0245,7,2
DB01627,Lincomycin,[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,C18H34N2O6S,406.54,406.213758,406.542,-0.2903,8,5
DB01046,Lubiprostone,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,C20H32F2O5,390.468,390.2217805,390.465,4.5278,5,2
DB11672,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,C21H20O6,368.3799,368.1259884,368.384,2.949,6,2
DB05187,Elafibranor,CSC1=CC=C(C=C1)C(=O)\C=C\C1=CC(C)=C(OC(C)(C)C(O)=O)C(C)=C1,C22H24O4S,384.49,384.1395304,384.495,4.2687,4,1
DB15678,Calcium undecylenate,[Ca++].[O-]C(=O)CCCCCCCCC=C.[O-]C(=O)CCCCCCCCC=C,C22H38CaO4,406.62,406.2396006,406.618,3.605,2,1
DB01395,Drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,C24H30O3,366.4932,366.2194948,366.499,3.4384,3,0
DB06800,Methylnaltrexone,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,C21H26NO4,356.441,356.1856347,356.44,-1.5239,4,2
DB00844,Nalbuphine,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,C21H27NO4,357.4434,357.1940084,357.448,1.7751,5,3
DB01014,Balsalazide,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,C17H15N3O6,357.3175,357.0960852,357.321,2.0244,9,4
DB09148,Florbetaben F-18,CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCC[18F])C=C2)C=C1,C21H26FNO3,358.444,358.1922064,358.442,3.4393,4,1
DB01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,C22H31NO3,357.4864,357.2303939,357.492,3.4846,4,1
DB13279,Carbocromen,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2,C20H27NO5,361.438,361.188923,361.436,2.4705,6,0
DB01227,Levacetylmethadol,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C23H31NO2,353.4977,353.2354792,353.504,4.0357,3,0
DB09149,Florbetapir F-18,[H]N(C1=C([H])C([H])=C(\C([H])=C(/[H])C2=C([H])N=C(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[18F])C([H])=C2[H])C([H])=C1[H])C([H])([H])[H],C20H25FN2O3,359.432,359.1874553,359.43,2.7898,5,1
DB00790,Perindopril,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,C19H32N2O5,368.4678,368.2311221,368.472,-0.0272,7,2
DB01625,Isopropamide,CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,C23H33N2O,353.5209,353.2592887,353.528,0.2241,2,1
DB01054,Nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,C18H20N2O6,360.3612,360.1321364,360.365,1.9604,7,1
DB12313,Dopexamine,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,C22H32N2O2,356.5017,356.2463783,356.508,3.8538,4,4
DB01987,Cocarboxylase,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N,C12H18N4O7P2S,424.306,424.0371427,424.31,-10.421,10,3
DB08966,Fursultiamine,C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C(\CCO)SSCC1CCCO1,C17H26N4O3S2,398.543,398.1446321,398.55,2.2007,7,2
DB03808,Hexamidine,NC(=N)C1=CC=C(OCCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,C20H26N4O2,354.446,354.2055761,354.452,2.2088,6,4
DB01088,Iloprost,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,C22H32O4,360.494,360.2300595,360.492,4.1896,4,3
DB11817,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,C16H17N7O2S,371.42,371.116444,371.424,0.9715,9,1
DB00365,Grepafloxacin,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,C19H22FN3O3,359.3947,359.1645198,359.4,-0.8578,6,2
DB01608,Periciazine,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,C21H23N3OS,365.492,365.1561831,365.5,4.1174,4,1
DB08950,Indoramin,O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1,C22H25N3O,347.4534,347.1997624,347.461,3.4871,4,2
DB00247,Methysergide,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,C21H27N3O2,353.458,353.2103271,353.464,1.4619,5,2
DB01137,Levofloxacin,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,C18H20FN3O4,361.3675,361.1437843,361.372,-0.3426,7,1
DB01165,Ofloxacin,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,C18H20FN3O4,361.3675,361.1437843,361.372,-0.3426,7,1
DB00656,Trazodone,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,C19H22ClN5O,371.864,371.1512881,371.871,2.2135,6,0
DB16826,Repotrectinib,C[C@H]1CNC(=O)C2=C3N=C(N[C@H](C)C4=CC(F)=CC=C4O1)C=CN3N=C2,C18H18FN5O2,355.373,355.144453,355.372,0.9298,7,2
DB00670,Pirenzepine,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,C19H21N5O2,351.4023,351.1695249,351.409,1.1634,7,1
DB05501,Mavorixafor,NCCCCN(CC1=NC2=CC=CC=C2N1)[C@H]1CCCC2=C1N=CC=C2,C21H27N5,349.482,349.2266459,349.48,2.2615,5,2
DB06209,Prasugrel,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,C20H20FNO3S,373.441,373.1147924,373.447,2.9463,4,0
DB00771,Clidinium,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C22H26NO3,352.4467,352.1912687,352.452,-0.6144,3,1
DB09300,Butylscopolamine,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,C21H30NO4,360.473,360.2169349,360.472,-1.0066,4,1
DB01587,Ketazolam,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,C20H17ClN2O3,368.814,368.0927701,368.819,3.385,5,0
DB00933,Mesoridazine,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,C21H26N2OS2,386.574,386.1486548,386.582,4.5579,3,0
DB14655,Drostanolone propionate,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C,C23H36O3,360.538,360.266445,360.536,4.809,3,0
DB00741,Hydrocortisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O5,362.4599,362.2093241,362.464,1.4168,5,3
DB00860,Prednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H28O5,360.444,360.193674,360.448,1.1414,5,3
DB00635,Prednisone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H26O5,358.4281,358.1780239,358.432,1.2851,5,2
DB09091,Tixocortol,[H][C@@]12CC[C@](O)(C(=O)CS)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O4S,378.53,378.1864806,378.531,2.2763,4,2
DB15114,Vamorolone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,C22H28O4,356.462,356.1987594,356.46,2.1583,4,2
DB09015,Canrenoic acid,[H][C@@]12CC[C@@](O)(CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,C22H30O4,358.478,358.2144094,358.476,3.1513,4,2
DB09164,Technetium Tc-99m disofenin,[99Tc].CC(C)C1=CC=CC(C(C)C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,C18H26N2O5Tc,449.321,449.0904265,449.32,0.177,7,3
DB05812,Abiraterone,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H31NO,349.509,349.2405646,349.516,4.1835,2,1
DB01409,Tiotropium,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,C19H22NO4S2,392.512,392.0990246,392.519,-1.8071,4,1
DB01392,Yohimbine,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,C21H26N2O3,354.4427,354.1943427,354.448,2.3512,5,2
DB01116,Trimethaphan,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,C22H25N2OS,365.512,365.1687591,365.52,2.9527,3,0
DB00308,Ibutilide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,C20H36N2O3S,384.576,384.2446637,384.583,3.6846,5,2
DB09376,Lapyrium,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,C21H35N2O3,363.521,363.2642194,363.52,0.1767,4,1
DB19356,Carboprost,CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,C21H36O5,368.514,368.2562743,368.512,4.0297,5,4
DB00760,Meropenem,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],C17H25N3O5S,383.463,383.1514916,383.468,-3.1042,8,3
DB08967,Dimetotiazine,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(=O)(=O)N(C)C)N(C)C,C19H25N3O2S2,391.55,391.1388194,391.559,3.1244,5,0
DB00482,Celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,C17H14F3N3O2S,381.372,381.075882,381.377,2.5888,5,1
DB06603,Panobinostat,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,C21H23N3O2,349.434,349.179027,349.433,2.6014,5,4
DB00213,Pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,C16H15F2N3O4S,383.37,383.0751331,383.374,1.5736,7,1
DB00562,Benzthiazide,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,C15H14ClN3O4S3,431.937,430.9834957,431.944,1.4118,7,2
DB00535,Cefdinir,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,C14H13N5O5S2,395.414,395.0358099,395.419,0.00030002,10,4
DB12184,Gepirone,CC1(C)CC(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)C1,C19H29N5O2,359.474,359.2321252,359.472,1.4543,7,0
DB01418,Acenocoumarol,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,C19H15NO6,353.3255,353.0899372,353.329,2.359,6,1
DB12401,Bromperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,C21H23BrFNO2,420.322,419.08962,420.321,4.4241,3,1
DB00502,Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,C21H23ClFNO2,375.864,375.1401349,375.87,4.3049,3,1
DB15463,Belzutifan,CS(=O)(=O)C1=CC=C(OC2=CC(=CC(F)=C2)C#N)C2=C1[C@H](O)[C@H](F)[C@@H]2F,C17H12F3NO4S,383.34,383.0439135,383.345,1.9065,5,1
DB09421,Protirelin,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,C16H22N6O4,362.3837,362.1702532,362.389,-2.3544,10,4
DB01656,Roflumilast,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,C17H14Cl2F2N2O3,403.207,402.0349541,403.211,3.842,5,1
DB04847,Roxadustat,CC1=NC(C(=O)NCC(O)=O)=C(O)C2=C1C=C(OC1=CC=CC=C1)C=C2,C19H16N2O5,352.346,352.1059216,352.345,1.9237,7,3
DB00358,Mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,C17H16F6N2O,378.3122,378.1166824,378.315,3.5076,3,2
DB01603,Meticillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,C17H20N2O6S,380.415,380.1042071,380.42,1.3994,8,2
DB00578,Carbenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,C17H18N2O6S,378.4,378.088557,378.404,0.6887,8,3
DB00456,Cefalotin,[H][C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(O)=O)=C(COC(C)=O)CS[C@]12[H],C16H16N2O6S2,396.438,396.0449776,396.443,0.5912,8,2
DB00557,Hydroxyzine,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H27ClN2O2,374.904,374.1761058,374.91,3.0698,4,1
DB00913,Anileridine,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,C22H28N2O2,352.4699,352.2150782,352.476,3.2426,4,1
DB09488,Acrivastine,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O,C22H24N2O2,348.4382,348.183778,348.445,1.7222,4,1
DB01228,Encainide,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C,C22H28N2O2,352.4699,352.2150782,352.476,4.2959,4,1
DB08439,Parecoxib,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1,C19H18N2O4S,370.422,370.0987278,370.428,3.5137,6,1
DB11656,Rebamipide,OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1,C19H15ClN2O4,370.79,370.0720347,370.791,1.6962,6,3
DB00307,Bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,C24H28O2,348.4779,348.2089301,348.484,4.799,2,1
DB06480,Prucalopride,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,C18H26ClN3O3,367.87,367.1662694,367.875,2.1159,6,2
DB01129,Rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,C18H21N3O3S,359.443,359.1303622,359.449,2.18,6,1
DB00412,Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,C18H19N3O3S,357.427,357.1147122,357.433,2.1619,6,1
DB00978,Lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,C17H19F2N3O3,351.3479,351.1394479,351.352,-1.2243,6,2
DB14975,Voxelotor,CC(C)N1N=CC=C1C1=C(COC2=CC=CC(O)=C2C=O)C=CC=N1,C19H19N3O3,337.379,337.1426415,337.378,2.2413,6,1
DB05154,Pretomanid,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,C14H12F3N3O5,359.2574,359.0729051,359.259,2.811,7,0
DB01140,Cefadroxil,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,C16H17N3O5S,363.388,363.0888914,363.393,-2.3737,8,4
DB01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,C16H19N3O5S,365.404,365.1045414,365.409,-2.0029,8,4
DB00613,Amodiaquine,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,C20H22ClN3O,355.861,355.14514,355.868,4.2018,4,2
DB05351,Dexlansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,369.36,369.0758824,369.366,2.7087,5,1
DB00448,Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,369.361,369.075882,369.366,2.7087,5,1
DB01332,Ceftizoxime,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,C13H13N5O5S2,383.403,383.0358099,383.408,-0.5055,10,3
DB00582,Voriconazole,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C16H14F3N5O,349.3105,349.1150447,349.315,1.4751,6,1
DB06203,Alogliptin,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,C18H21N5O2,339.3916,339.1695249,339.398,1.0117,7,1
DB04843,Mepenzolate,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C21H26NO3,340.436,340.1912687,340.441,-0.7467,3,1
